Id,Weekly_Sales
1_1_2012-11-02,19541.973020348578
1_1_2012-11-09,19541.973020348578
1_1_2012-11-16,19541.973020348578
1_1_2012-11-23,19541.973020348578
1_1_2012-11-30,19541.973020348578
1_1_2012-12-07,19541.973020348578
1_1_2012-12-14,19541.973020348578
1_1_2012-12-21,19541.973020348578
1_1_2012-12-28,19541.973020348578
1_1_2013-01-04,19541.973020348578
1_1_2013-01-11,19541.973020348578
1_1_2013-01-18,19541.973020348578
1_1_2013-01-25,19541.973020348578
1_1_2013-02-01,19541.973020348578
1_1_2013-02-08,19541.973020348578
1_1_2013-02-15,19541.973020348578
1_1_2013-02-22,19541.973020348578
1_1_2013-03-01,19541.973020348578
1_1_2013-03-08,19541.973020348578
1_1_2013-03-15,19541.973020348578
1_1_2013-03-22,19541.973020348578
1_1_2013-03-29,19541.973020348578
1_1_2013-04-05,19541.973020348578
1_1_2013-04-12,19541.973020348578
1_1_2013-04-19,19541.973020348578
1_1_2013-04-26,19541.973020348578
1_1_2013-05-03,19541.973020348578
1_1_2013-05-10,19541.973020348578
1_1_2013-05-17,19541.973020348578
1_1_2013-05-24,19541.973020348578
1_1_2013-05-31,19541.973020348578
1_1_2013-06-07,19541.973020348578
1_1_2013-06-14,19541.973020348578
1_1_2013-06-21,19541.973020348578
1_1_2013-06-28,19541.973020348578
1_1_2013-07-05,19541.973020348578
1_1_2013-07-12,19541.973020348578
1_1_2013-07-19,19541.973020348578
1_1_2013-07-26,19541.973020348578
1_2_2012-11-02,19541.973020348578
1_2_2012-11-09,19541.973020348578
1_2_2012-11-16,19541.973020348578
1_2_2012-11-23,19541.973020348578
1_2_2012-11-30,19541.973020348578
1_2_2012-12-07,19541.973020348578
1_2_2012-12-14,19541.973020348578
1_2_2012-12-21,19541.973020348578
1_2_2012-12-28,19541.973020348578
1_2_2013-01-04,19541.973020348578
1_2_2013-01-11,19541.973020348578
1_2_2013-01-18,19541.973020348578
1_2_2013-01-25,19541.973020348578
1_2_2013-02-01,19541.973020348578
1_2_2013-02-08,19541.973020348578
1_2_2013-02-15,19541.973020348578
1_2_2013-02-22,19541.973020348578
1_2_2013-03-01,19541.973020348578
1_2_2013-03-08,19541.973020348578
1_2_2013-03-15,19541.973020348578
1_2_2013-03-22,19541.973020348578
1_2_2013-03-29,19541.973020348578
1_2_2013-04-05,19541.973020348578
1_2_2013-04-12,19541.973020348578
1_2_2013-04-19,19541.973020348578
1_2_2013-04-26,19541.973020348578
1_2_2013-05-03,19541.973020348578
1_2_2013-05-10,19541.973020348578
1_2_2013-05-17,19541.973020348578
1_2_2013-05-24,19541.973020348578
1_2_2013-05-31,19541.973020348578
1_2_2013-06-07,19541.973020348578
1_2_2013-06-14,19527.577891039386
1_2_2013-06-21,19527.577891039386
1_2_2013-06-28,19527.577891039386
1_2_2013-07-05,19527.577891039386
1_2_2013-07-12,19527.577891039386
1_2_2013-07-19,19527.577891039386
1_2_2013-07-26,19527.577891039386
1_3_2012-11-02,19527.577891039386
1_3_2012-11-09,19527.577891039386
1_3_2012-11-16,19527.577891039386
1_3_2012-11-23,19527.577891039386
1_3_2012-11-30,19527.577891039386
1_3_2012-12-07,19527.577891039386
1_3_2012-12-14,19527.577891039386
1_3_2012-12-21,19527.577891039386
1_3_2012-12-28,19527.577891039386
1_3_2013-01-04,19527.577891039386
1_3_2013-01-11,19527.577891039386
1_3_2013-01-18,19527.577891039386
1_3_2013-01-25,19527.577891039386
1_3_2013-02-01,19527.577891039386
1_3_2013-02-08,19527.577891039386
1_3_2013-02-15,19527.577891039386
1_3_2013-02-22,19527.577891039386
1_3_2013-03-01,19527.577891039386
1_3_2013-03-08,19527.577891039386
1_3_2013-03-15,19527.577891039386
1_3_2013-03-22,19527.577891039386
1_3_2013-03-29,19527.577891039386
1_3_2013-04-05,19527.577891039386
1_3_2013-04-12,19527.577891039386
1_3_2013-04-19,19527.577891039386
1_3_2013-04-26,19527.577891039386
1_3_2013-05-03,19527.577891039386
1_3_2013-05-10,19527.577891039386
1_3_2013-05-17,19527.577891039386
1_3_2013-05-24,19527.577891039386
1_3_2013-05-31,19527.577891039386
1_3_2013-06-07,19527.577891039386
1_3_2013-06-14,19527.577891039386
1_3_2013-06-21,19527.577891039386
1_3_2013-06-28,19527.577891039386
1_3_2013-07-05,19527.577891039386
1_3_2013-07-12,19527.577891039386
1_3_2013-07-19,19527.577891039386
1_3_2013-07-26,19527.577891039386
1_4_2012-11-02,19527.577891039386
1_4_2012-11-09,19527.577891039386
1_4_2012-11-16,19527.577891039386
1_4_2012-11-23,19527.577891039386
1_4_2012-11-30,19527.577891039386
1_4_2012-12-07,19527.577891039386
1_4_2012-12-14,19527.577891039386
1_4_2012-12-21,19527.577891039386
1_4_2012-12-28,19527.577891039386
1_4_2013-01-04,19527.577891039386
1_4_2013-01-11,19527.577891039386
1_4_2013-01-18,19527.577891039386
1_4_2013-01-25,19527.577891039386
1_4_2013-02-01,19527.577891039386
1_4_2013-02-08,19527.577891039386
1_4_2013-02-15,19527.577891039386
1_4_2013-02-22,19527.577891039386
1_4_2013-03-01,19527.577891039386
1_4_2013-03-08,19527.577891039386
1_4_2013-03-15,19527.577891039386
1_4_2013-03-22,19527.577891039386
1_4_2013-03-29,19527.577891039386
1_4_2013-04-05,19527.577891039386
1_4_2013-04-12,19527.577891039386
1_4_2013-04-19,19527.577891039386
1_4_2013-04-26,19510.884553422307
1_4_2013-05-03,19510.884553422307
1_4_2013-05-10,19510.884553422307
1_4_2013-05-17,19510.884553422307
1_4_2013-05-24,19510.884553422307
1_4_2013-05-31,19510.884553422307
1_4_2013-06-07,19510.884553422307
1_4_2013-06-14,19510.884553422307
1_4_2013-06-21,19510.884553422307
1_4_2013-06-28,19510.884553422307
1_4_2013-07-05,19510.884553422307
1_4_2013-07-12,19510.884553422307
1_4_2013-07-19,19510.884553422307
1_4_2013-07-26,19510.884553422307
1_5_2012-11-02,19510.884553422307
1_5_2012-11-09,19510.884553422307
1_5_2012-11-16,19510.884553422307
1_5_2012-11-23,19510.884553422307
1_5_2012-11-30,19510.884553422307
1_5_2012-12-07,19510.884553422307
1_5_2012-12-14,19510.884553422307
1_5_2012-12-21,19510.884553422307
1_5_2012-12-28,19510.884553422307
1_5_2013-01-04,19510.884553422307
1_5_2013-01-11,19510.884553422307
1_5_2013-01-18,19510.884553422307
1_5_2013-01-25,19510.884553422307
1_5_2013-02-01,19510.884553422307
1_5_2013-02-08,19510.884553422307
1_5_2013-02-15,19510.884553422307
1_5_2013-02-22,19510.884553422307
1_5_2013-03-01,19510.884553422307
1_5_2013-03-08,19510.884553422307
1_5_2013-03-15,19510.884553422307
1_5_2013-03-22,19510.884553422307
1_5_2013-03-29,19510.884553422307
1_5_2013-04-05,19510.884553422307
1_5_2013-04-12,19510.884553422307
1_5_2013-04-19,19510.884553422307
1_5_2013-04-26,19510.884553422307
1_5_2013-05-03,19510.884553422307
1_5_2013-05-10,19510.884553422307
1_5_2013-05-17,19510.884553422307
1_5_2013-05-24,19510.884553422307
1_5_2013-05-31,19510.884553422307
1_5_2013-06-07,19510.884553422307
1_5_2013-06-14,19510.884553422307
1_5_2013-06-21,19510.884553422307
1_5_2013-06-28,19510.884553422307
1_5_2013-07-05,19510.884553422307
1_5_2013-07-12,19510.884553422307
1_5_2013-07-19,19510.884553422307
1_5_2013-07-26,19510.884553422307
1_6_2012-11-02,19510.884553422307
1_6_2012-11-09,19510.884553422307
1_6_2012-11-16,19510.884553422307
1_6_2012-11-23,19510.884553422307
1_6_2012-11-30,19510.884553422307
1_6_2012-12-07,19510.884553422307
1_6_2012-12-14,19510.884553422307
1_6_2012-12-21,19510.884553422307
1_6_2012-12-28,19510.884553422307
1_6_2013-01-04,19510.884553422307
1_6_2013-01-11,19510.884553422307
1_6_2013-01-18,19510.884553422307
1_6_2013-01-25,19510.884553422307
1_6_2013-02-01,19510.884553422307
1_6_2013-02-08,19510.884553422307
1_6_2013-02-15,19510.884553422307
1_6_2013-02-22,19510.884553422307
1_6_2013-03-01,19510.884553422307
1_6_2013-03-08,20661.74159609129
1_6_2013-03-15,20661.74159609129
1_6_2013-03-22,20661.74159609129
1_6_2013-03-29,20661.74159609129
1_6_2013-04-05,20661.74159609129
1_6_2013-04-12,20661.74159609129
1_6_2013-04-19,20661.74159609129
1_6_2013-04-26,20661.74159609129
1_6_2013-05-03,20661.74159609129
1_6_2013-05-10,20661.74159609129
1_6_2013-05-17,20661.74159609129
1_6_2013-05-24,20661.74159609129
1_6_2013-05-31,20661.74159609129
1_6_2013-06-07,20661.74159609129
1_6_2013-06-14,20661.74159609129
1_6_2013-06-21,20661.74159609129
1_6_2013-06-28,20661.74159609129
1_6_2013-07-05,20661.74159609129
1_6_2013-07-12,20661.74159609129
1_6_2013-07-19,20661.74159609129
1_6_2013-07-26,20661.74159609129
1_7_2012-11-02,20661.74159609129
1_7_2012-11-09,20661.74159609129
1_7_2012-11-16,20661.74159609129
1_7_2012-11-23,20661.74159609129
1_7_2012-11-30,20661.74159609129
1_7_2012-12-07,20661.74159609129
1_7_2012-12-14,20661.74159609129
1_7_2012-12-21,20661.74159609129
1_7_2012-12-28,20661.74159609129
1_7_2013-01-04,20661.74159609129
1_7_2013-01-11,20661.74159609129
1_7_2013-01-18,20661.74159609129
1_7_2013-01-25,20661.74159609129
1_7_2013-02-01,20661.74159609129
1_7_2013-02-08,20661.74159609129
1_7_2013-02-15,20661.74159609129
1_7_2013-02-22,20661.74159609129
1_7_2013-03-01,20661.74159609129
1_7_2013-03-08,20661.74159609129
1_7_2013-03-15,20661.74159609129
1_7_2013-03-22,20661.74159609129
1_7_2013-03-29,20661.74159609129
1_7_2013-04-05,20661.74159609129
1_7_2013-04-12,20661.74159609129
1_7_2013-04-19,20661.74159609129
1_7_2013-04-26,20661.74159609129
1_7_2013-05-03,20661.74159609129
1_7_2013-05-10,20661.74159609129
1_7_2013-05-17,20661.74159609129
1_7_2013-05-24,20661.74159609129
1_7_2013-05-31,20661.74159609129
1_7_2013-06-07,20661.74159609129
1_7_2013-06-14,20661.74159609129
1_7_2013-06-21,20661.74159609129
1_7_2013-06-28,20661.74159609129
1_7_2013-07-05,20661.74159609129
1_7_2013-07-12,20661.74159609129
1_7_2013-07-19,20661.74159609129
1_7_2013-07-26,20661.74159609129
1_8_2012-11-02,20661.74159609129
1_8_2012-11-09,20661.74159609129
1_8_2012-11-16,20661.74159609129
1_8_2012-11-23,20661.74159609129
1_8_2012-11-30,20661.74159609129
1_8_2012-12-07,20661.74159609129
1_8_2012-12-14,20661.74159609129
1_8_2012-12-21,20661.74159609129
1_8_2012-12-28,20661.74159609129
1_8_2013-01-04,20661.74159609129
1_8_2013-01-11,20661.74159609129
1_8_2013-01-18,20661.74159609129
1_8_2013-01-25,19500.51677178571
1_8_2013-02-01,19500.51677178571
1_8_2013-02-08,19500.51677178571
1_8_2013-02-15,19500.51677178571
1_8_2013-02-22,19500.51677178571
1_8_2013-03-01,19500.51677178571
1_8_2013-03-08,19500.51677178571
1_8_2013-03-15,19500.51677178571
1_8_2013-03-22,19500.51677178571
1_8_2013-03-29,19500.51677178571
1_8_2013-04-05,19500.51677178571
1_8_2013-04-12,19500.51677178571
1_8_2013-04-19,19500.51677178571
1_8_2013-04-26,19500.51677178571
1_8_2013-05-03,19500.51677178571
1_8_2013-05-10,19500.51677178571
1_8_2013-05-17,19500.51677178571
1_8_2013-05-24,19500.51677178571
1_8_2013-05-31,19500.51677178571
1_8_2013-06-07,19500.51677178571
1_8_2013-06-14,19500.51677178571
1_8_2013-06-21,19500.51677178571
1_8_2013-06-28,19500.51677178571
1_8_2013-07-05,19500.51677178571
1_8_2013-07-12,19500.51677178571
1_8_2013-07-19,19500.51677178571
1_8_2013-07-26,19500.51677178571
1_9_2012-11-02,19500.51677178571
1_9_2012-11-09,19500.51677178571
1_9_2012-11-16,19500.51677178571
1_9_2012-11-23,19500.51677178571
1_9_2012-11-30,19500.51677178571
1_9_2012-12-07,19500.51677178571
1_9_2012-12-14,19500.51677178571
1_9_2012-12-21,19500.51677178571
1_9_2012-12-28,19500.51677178571
1_9_2013-01-04,19500.51677178571
1_9_2013-01-11,19500.51677178571
1_9_2013-01-18,19500.51677178571
1_9_2013-01-25,19500.51677178571
1_9_2013-02-01,19500.51677178571
1_9_2013-02-08,19500.51677178571
1_9_2013-02-15,19500.51677178571
1_9_2013-02-22,19500.51677178571
1_9_2013-03-01,19500.51677178571
1_9_2013-03-08,19500.51677178571
1_9_2013-03-15,19500.51677178571
1_9_2013-03-22,19500.51677178571
1_9_2013-03-29,19500.51677178571
1_9_2013-04-05,19500.51677178571
1_9_2013-04-12,19500.51677178571
1_9_2013-04-19,19500.51677178571
1_9_2013-04-26,19500.51677178571
1_9_2013-05-03,19500.51677178571
1_9_2013-05-10,19500.51677178571
1_9_2013-05-17,19500.51677178571
1_9_2013-05-24,19500.51677178571
1_9_2013-05-31,19500.51677178571
1_9_2013-06-07,19500.51677178571
1_9_2013-06-14,19500.51677178571
1_9_2013-06-21,19500.51677178571
1_9_2013-06-28,19500.51677178571
1_9_2013-07-05,19500.51677178571
1_9_2013-07-12,19500.51677178571
1_9_2013-07-19,19500.51677178571
1_9_2013-07-26,19500.51677178571
1_10_2012-11-02,19500.51677178571
1_10_2012-11-09,19500.51677178571
1_10_2012-11-16,19500.51677178571
1_10_2012-11-23,19500.51677178571
1_10_2012-11-30,19500.51677178571
1_10_2012-12-07,19500.51677178571
1_10_2012-12-14,19500.51677178571
1_10_2012-12-21,19502.253342546028
1_10_2012-12-28,19502.253342546028
1_10_2013-01-04,19502.253342546028
1_10_2013-01-11,19502.253342546028
1_10_2013-01-18,19502.253342546028
1_10_2013-01-25,19502.253342546028
1_10_2013-02-01,19502.253342546028
1_10_2013-02-08,19502.253342546028
1_10_2013-02-15,19502.253342546028
1_10_2013-02-22,19502.253342546028
1_10_2013-03-01,19502.253342546028
1_10_2013-03-08,19502.253342546028
1_10_2013-03-15,19502.253342546028
1_10_2013-03-22,19502.253342546028
1_10_2013-03-29,19502.253342546028
1_10_2013-04-05,19502.253342546028
1_10_2013-04-12,19502.253342546028
1_10_2013-04-19,19502.253342546028
1_10_2013-04-26,19502.253342546028
1_10_2013-05-03,19502.253342546028
1_10_2013-05-10,19502.253342546028
1_10_2013-05-17,19502.253342546028
