Id,Weekly_Sales
1_1_2012-11-02,14867.003293550004
1_1_2012-11-09,20947.083704435358
1_1_2012-11-16,17409.582374465695
1_1_2012-11-23,20836.536787873803
1_1_2012-11-30,17299.035457904145
1_1_2012-12-07,17188.488541342595
1_1_2012-12-14,17077.941624781044
1_1_2012-12-21,25590.054200020535
1_1_2012-12-28,25479.50728345898
1_1_2013-01-04,16967.394708219486
1_1_2013-01-11,16856.847791657936
1_1_2013-01-18,25258.413450335876
1_1_2013-01-25,25147.866533774326
1_1_2013-02-01,15972.472459165523
1_1_2013-02-08,18515.05154008122
1_1_2013-02-15,25037.319617212775
1_1_2013-02-22,24926.77270065122
1_1_2013-03-01,24816.225784089667
1_1_2013-03-08,19288.87995601208
1_1_2013-03-15,24705.678867528117
1_1_2013-03-22,20504.89603818915
1_1_2013-03-29,24152.944284720357
1_1_2013-04-05,16304.113208850178
1_1_2013-04-12,18846.692289765873
1_1_2013-04-19,23821.303535035706
1_1_2013-04-26,23710.75661847415
1_1_2013-05-03,14977.550210111556
1_1_2013-05-10,21168.17753755846
1_1_2013-05-17,17520.12929102725
1_1_2013-05-24,18404.504623519664
1_1_2013-05-31,18293.957706958114
1_1_2013-06-07,18183.41079039656
1_1_2013-06-14,22936.928202543288
1_1_2013-06-21,15530.284792919316
1_1_2013-06-28,15419.737876357764
1_1_2013-07-05,15309.190959796211
1_1_2013-07-12,22163.099786612427
1_1_2013-07-19,17851.770040711905
1_1_2013-07-26,15088.097126673109
1_2_2012-11-02,16083.019375727074
1_2_2012-11-09,18625.59845664277
1_2_2012-11-16,17630.6762075888
1_2_2012-11-23,25700.601116582086
1_2_2012-11-30,19620.520705696734
1_2_2012-12-07,19399.42687257363
1_2_2012-12-14,23489.662785351047
1_2_2012-12-21,25368.960366897427
1_2_2012-12-28,24374.03811784346
1_2_2013-01-04,16525.207041973285
1_2_2013-01-11,18957.239206327424
1_2_2013-01-18,17741.223124150354
1_2_2013-01-25,16193.566292288628
1_2_2013-02-01,21389.271370681563
1_2_2013-02-08,21278.724454120013
1_2_2013-02-15,15861.92554260397
1_2_2013-02-22,16746.300875096385
1_2_2013-03-01,15198.644043234659
1_2_2013-03-08,23600.209701912598
1_2_2013-03-15,22605.287452858633
1_2_2013-03-22,23931.850451597256
1_2_2013-03-29,15640.831709480866
1_2_2013-04-05,22715.834369420187
1_2_2013-04-12,18736.14537320432
1_2_2013-04-19,20062.708371942943
1_2_2013-04-26,17962.31695727346
1_2_2013-05-03,19841.61453881984
1_2_2013-05-10,16635.753958534835
1_2_2013-05-17,19178.33303945053
1_2_2013-05-24,15751.378626042419
1_2_2013-05-31,18072.86387383501
1_2_2013-06-07,20173.255288504493
1_2_2013-06-14,17385.97676945139
1_2_2013-06-21,15948.866854151216
1_2_2013-06-28,17054.336019766735
1_2_2013-07-05,17496.52368601294
1_2_2013-07-12,17275.429852889836
1_2_2013-07-19,17607.070602574495
1_2_2013-07-26,25124.260928760017
1_3_2012-11-02,20923.47809942105
1_3_2012-11-09,16833.24218664363
1_3_2012-11-16,18491.44593506691
1_3_2012-11-23,23687.151013459843
1_3_2012-11-30,25234.80784532157
1_3_2012-12-07,21144.571932544153
1_3_2012-12-14,19375.821267559324
1_3_2012-12-21,22913.322597528982
1_3_2012-12-28,14843.397688535697
1_3_2013-01-04,25566.448595006226
1_3_2013-01-11,25455.901678444672
1_3_2013-01-18,16059.413770712768
1_3_2013-01-25,17164.882936328286
1_3_2013-02-01,16943.78910320518
1_3_2013-02-08,17828.164435697596
1_3_2013-02-15,18601.99285162846
1_3_2013-02-22,25345.35476188312
