Id,Weekly_Sales
1_1_2012-11-02,23834.61442870581
1_1_2012-11-09,7362.966219409447
1_1_2012-11-16,8936.55100646188
1_1_2012-11-23,13869.392697692836
1_1_2012-11-30,27264.784037278976
1_1_2012-12-07,13682.314458361732
1_1_2012-12-14,9605.085804667699
1_1_2012-12-21,11022.14290897538
1_1_2012-12-28,18885.2070658243
1_1_2013-01-04,9505.168083404718
1_1_2013-01-11,3433.5600091139604
1_1_2013-01-18,74441.62025264945
1_1_2013-01-25,37591.48218516675
1_1_2013-02-01,19124.90297183378
1_1_2013-02-08,18015.945700652013
1_1_2013-02-15,31139.27275159657
1_1_2013-02-22,79821.64967538265
1_1_2013-03-01,38307.91552263747
1_1_2013-03-08,4564.538286992891
1_1_2013-03-15,49851.192338735316
1_1_2013-03-22,6176.109950949543
1_1_2013-03-29,6067.961782563201
1_1_2013-04-05,19492.43276605347
1_1_2013-04-12,1368.817304745151
1_1_2013-04-19,20091.051968912587
1_1_2013-04-26,20091.820981421326
1_1_2013-05-03,48226.25422203896
1_1_2013-05-10,5051.229161755038
1_1_2013-05-17,13435.43936452203
1_1_2013-05-24,9018.369535281407
1_1_2013-05-31,10507.504498196216
1_1_2013-06-07,6217.94807781147
1_1_2013-06-14,18420.88477594431
1_1_2013-06-21,28781.982342620675
1_1_2013-06-28,8459.839969023831
1_1_2013-07-05,25824.351866031346
1_1_2013-07-12,12062.724309834279
1_1_2013-07-19,4543.011904203968
1_1_2013-07-26,16415.404330034606
1_2_2012-11-02,8740.387800135577
1_2_2012-11-09,5245.568127577761
1_2_2012-11-16,11101.938234399893
1_2_2012-11-23,-1115.3015444913399
1_2_2012-11-30,7381.9366820584
1_2_2012-12-07,9741.8403178027
1_2_2012-12-14,26593.95987195023
1_2_2012-12-21,19944.969967606623
1_2_2012-12-28,17953.399125113916
1_2_2013-01-04,18867.153583394793
1_2_2013-01-11,65708.49530509328
1_2_2013-01-18,4592.369921306994
1_2_2013-01-25,35284.042353497614
1_2_2013-02-01,5218.894291228442
1_2_2013-02-08,4796.650945221996
1_2_2013-02-15,22942.47101172191
1_2_2013-02-22,11290.240777002577
1_2_2013-03-01,30595.23427797916
1_2_2013-03-08,16416.196157237664
1_2_2013-03-15,8073.461885880797
1_2_2013-03-22,7515.78723762972
1_2_2013-03-29,34811.53994964401
1_2_2013-04-05,54358.49473536956
1_2_2013-04-12,4344.994747927667
1_2_2013-04-19,1719.8143752015294
1_2_2013-04-26,7998.305117861326
1_2_2013-05-03,24565.814009157963
1_2_2013-05-10,14780.213366842247
1_2_2013-05-17,49519.83632443962
1_2_2013-05-24,24650.79633188106
1_2_2013-05-31,6425.114950485149
1_2_2013-06-07,9529.25625025838
1_2_2013-06-14,8866.259420630246
1_2_2013-06-21,19054.611386002147
1_2_2013-06-28,9534.794218836065
1_2_2013-07-05,13365.147778690396
1_2_2013-07-12,27194.492451447342
1_2_2013-07-19,11031.64664856826
1_2_2013-07-26,37521.19059933511
1_3_2012-11-02,7292.674633577813
1_3_2012-11-09,3363.2684232823267
1_3_2012-11-16,17945.65411482038
1_3_2012-11-23,20021.529395589692
1_3_2012-11-30,74371.32866681782
1_3_2012-12-07,4980.937575923404
1_3_2012-12-14,9671.548731971066
1_3_2012-12-21,18350.593190112675
1_3_2012-12-28,23764.322842874175
1_3_2013-01-04,10951.851323143746
1_3_2013-01-11,18814.915479992665
1_3_2013-01-18,8670.096214303943
1_3_2013-01-25,13612.022872530099
1_3_2013-02-01,9434.876497573085
1_3_2013-02-08,4472.720318372334
1_3_2013-02-15,5175.276541746127
1_3_2013-02-22,19874.67838177499
1_3_2013-03-01,20020.760383080953
1_3_2013-03-08,4726.359359390362
1_3_2013-03-15,7311.645096226766
1_3_2013-03-22,4522.07833547536
1_3_2013-03-29,4494.246701161257
1_3_2013-04-05,-1185.5931303229736
1_3_2013-04-12,34741.24836381238
1_3_2013-04-19,13799.101111861202
1_3_2013-04-26,6354.8233646535155
1_3_2013-05-03,1298.5257189135173
1_3_2013-05-10,19422.141180221835
1_3_2013-05-17,4274.703162096033
1_3_2013-05-24,1649.5227893698957
1_3_2013-05-31,48155.96263620732
1_3_2013-06-07,5148.602705396808
1_3_2013-06-14,11219.949191170943
1_3_2013-06-21,79751.35808955102
1_3_2013-06-28,26523.668286118595
1_3_2013-07-05,6147.656491979837
1_3_2013-07-12,25754.060280199712
1_3_2013-07-19,38237.62393680583
1_3_2013-07-26,6105.81836511791
1_4_2012-11-02,7928.013532029692
1_4_2012-11-09,10437.212912364583
1_4_2012-11-16,11992.432724002645
1_4_2012-11-23,30524.942692147528
1_4_2012-11-30,7445.495651798086
1_4_2012-12-07,65638.20371926166
1_4_2012-12-14,24580.504746049428
1_4_2012-12-21,31068.981165764937
1_4_2012-12-28,16345.90457140603
1_4_2013-01-04,16345.112744202972
1_4_2013-01-11,18796.86199756316
1_4_2013-01-18,9458.964664426747
1_4_2013-01-25,28711.69075678904
1_4_2013-02-01,17883.107539282282
1_4_2013-02-08,8948.077949449773
1_4_2013-02-15,22872.179425890277
1_4_2013-02-22,24495.52242332633
1_4_2013-03-01,49449.54473860799
1_4_2013-03-08,8389.548383192197
1_4_2013-03-15,54288.20314953792
1_4_2013-03-22,8003.170300049163
1_4_2013-03-29,35213.75076766599
1_4_2013-04-05,14709.921781010613
1_4_2013-04-12,49780.90075290369
1_4_2013-04-19,5997.670196731568
1_4_2013-04-26,7344.187201150695
1_4_2013-05-03,23815.83541044706
1_4_2013-05-10,8917.771988203127
1_4_2013-05-17,18402.105757685556
1_4_2013-05-24,7363.157663799648
1_4_2013-05-31,13416.660346263277
